host_token	issue_type	known_glosses_elsewhere	morpheme_form	source_file	source_id	split_index	text	uid
napioi	missing_split_gloss_but_known_for_same_morpheme	"[""3"", ""hither"", ""retirapossuidor,fotosemdono""]"	n	data/ped-gramm.json	ped-gramm	1	iGeladi idei naigi me napioi	a4d33655-fe74-4df2-8d5e-b3c88fba5fd1
napioi	missing_split_gloss_but_known_for_same_morpheme	"[""3"", ""hither"", ""retirapossuidor,fotosemdono""]"	n	data/ped-gramm.json	ped-gramm	1	João liGeladi ane napioi	f081c545-c42b-463d-b57f-db87787f20e7
napioi	missing_split_gloss_but_known_for_same_morpheme	"[""3"", ""hither"", ""retirapossuidor,fotosemdono""]"	n	data/ped-gramm.json	ped-gramm	1	iGeladi ipegitegi naigi ane napioi	014fefb1-d5e3-48c8-9ac3-9e713a41407f
napioi	missing_split_gloss_but_known_for_same_morpheme	"[""3"", ""hither"", ""retirapossuidor,fotosemdono""]"	n	data/ped-gramm.json	ped-gramm	1	iGeladi ipegitegi naigi me napioi	bb8018ba-76b3-43f2-82ea-78b6009c1f90
GanaginaGa	missing_split_gloss_but_known_for_same_morpheme	"[""3"", ""hither"", ""retirapossuidor,fotosemdono""]"	n	data/ped-gramm.json	ped-gramm	2	lotaGa GanaginaGa libinienaGa .	19401990-aa1d-4cf5-bea1-122254c6b77a
niwenigi	missing_split_gloss_but_known_for_same_morpheme	"[""3"", ""hither"", ""retirapossuidor,fotosemdono""]"	n	data/ped-gramm.json	ped-gramm	1	nGida niwenigi daGaxa me dakake loojedi .	6d2a809e-0d32-4254-9489-f9e356e22493
napioi	missing_split_gloss_but_known_for_same_morpheme	"[""3"", ""hither"", ""retirapossuidor,fotosemdono""]"	n	data/ped-gramm.json	ped-gramm	1	João liGeladi napioi .	c25b098d-6b0a-4416-a31d-6d7219685a63
napioi	missing_split_gloss_but_known_for_same_morpheme	"[""3"", ""hither"", ""retirapossuidor,fotosemdono""]"	n	data/ped-gramm.json	ped-gramm	1	liGeladi João napioi .	4e0112b1-baf1-4a7a-bf9e-88fabbe1edc5
niweiigi	missing_split_gloss_but_known_for_same_morpheme	"[""3"", ""hither"", ""retirapossuidor,fotosemdono""]"	n	data/ped-gramm.json	ped-gramm	1	liGeladi ipegitege niweiigi nigotaGa .	ef4d298a-643b-4c08-9bdd-f7c6b63ac9ec
niweiigi	missing_split_gloss_but_known_for_same_morpheme	"[""3"", ""hither"", ""retirapossuidor,fotosemdono""]"	n	data/ped-gramm.json	ped-gramm	1	liGeladi ipegitegi niweiigi nigotaGa .	8b1a9983-4dfd-49e8-9285-92c56c84b652
Niwatece	missing_split_gloss_but_known_for_same_morpheme	"[""3"", ""hither"", ""retirapossuidor,fotosemdono""]"	n	data/ped-gramm.json	ped-gramm	1	Niwatece iwaGadi codaa adakake loojedi .	eeb42af3-fe5a-4b7d-97ea-b381ab589860
niwenigi	missing_split_gloss_but_known_for_same_morpheme	"[""3"", ""hither"", ""retirapossuidor,fotosemdono""]"	n	data/hil-data.json	hil-data	1	NiGida niwenigi eliodi me dakake loojedi	0ca977cd-2edf-45d9-b958-068648aebef9
niwatece	missing_split_gloss_but_known_for_same_morpheme	"[""3"", ""hither"", ""retirapossuidor,fotosemdono""]"	n	data/hil-data.json	hil-data	1	NaGajo lomigo Pedilo idei madi niwatece	559ba85f-edfc-48dc-9bfb-0c3f8e5ad887
niwatece	missing_split_gloss_but_known_for_same_morpheme	"[""3"", ""hither"", ""retirapossuidor,fotosemdono""]"	n	data/hil-data.json	hil-data	1	NaGajo lomigo niganigawanigi madi niwatece	92838eda-ef9b-4f05-a5eb-38a4709c0337
niwigo	missing_split_gloss_but_known_for_same_morpheme	"[""3"", ""hither"", ""retirapossuidor,fotosemdono""]"	n	data/hil-data.json	hil-data	1	nigidiwa okokodi ligetedi midi niwigo libinienaGa	79cb0e55-9c06-4cb1-91b3-2b5233e1678f
GanaaginaGa	missing_split_gloss_but_known_for_same_morpheme	"[""3"", ""hither"", ""retirapossuidor,fotosemdono""]"	n	data/van-data.json	van-data	2	lotaGa GanaaginaGa libinienaGa	3e518fdb-d852-41e5-87a4-f8778597c2a1
niwatece	missing_split_gloss_but_known_for_same_morpheme	"[""3"", ""hither"", ""retirapossuidor,fotosemdono""]"	n	data/van-data.json	van-data	1	niwatece iwaGadi noxilece lojetedi	947061b4-7b73-4612-8aa8-0af0e04cbc85
niwatece	missing_split_gloss_but_known_for_same_morpheme	"[""3"", ""hither"", ""retirapossuidor,fotosemdono""]"	n	data/van-data.json	van-data	1	niwatece liwaGatena lodejedi etidi weiigi	2c026af9-b8a1-4389-b658-00113b070dee
niwenigi	missing_split_gloss_but_known_for_same_morpheme	"[""3"", ""hither"", ""retirapossuidor,fotosemdono""]"	n	data/van-data.json	van-data	1	niGida niwenigi daGaxa me dakake loojedi	a1e15803-1e5e-481f-8137-a84beac6cbcc
niwatece	missing_split_gloss_but_known_for_same_morpheme	"[""3"", ""hither"", ""retirapossuidor,fotosemdono""]"	n	data/van-data.json	van-data	1	naGajo lomiigo Pedro idei niwatece	e9806e26-701d-4f5f-9ca9-63216cccf3d0
niwatece	missing_split_gloss_but_known_for_same_morpheme	"[""3"", ""hither"", ""retirapossuidor,fotosemdono""]"	n	data/van-data.json	van-data	1	naGajo lomiigo nigaanigawaanigi manitaGa niwatece	2386b5b5-57d0-4a1f-86c2-73f67561744c
niwatece	missing_split_gloss_but_known_for_same_morpheme	"[""3"", ""hither"", ""retirapossuidor,fotosemdono""]"	n	data/van-data.json	van-data	1	Ijo nigaanigawaanigi idei madi lomiigo niwatece	4c41fdf6-0c48-4eb6-91f7-121c21f3e2a7
niwatece	missing_split_gloss_but_known_for_same_morpheme	"[""3"", ""hither"", ""retirapossuidor,fotosemdono""]"	n	data/van-data.json	van-data	1	niGijo nigaanigawaanigi manitaGa lomigo niwatece	235440ba-548e-4df6-8d9e-214cc8714f8f
niwigo	missing_split_gloss_but_known_for_same_morpheme	"[""3"", ""hither"", ""retirapossuidor,fotosemdono""]"	n	data/van-data.json	van-data	1	ijo niwigo libinienigi ijowa nigetedi	a2910ce3-a0d2-4eac-bcc3-2da15db88b90
niwigo	missing_split_gloss_but_known_for_same_morpheme	"[""3"", ""hither"", ""retirapossuidor,fotosemdono""]"	n	data/van-data.json	van-data	1	ijowa nigetedi niwigo libinienigipi	075356e6-f89c-4d83-b001-435d13b319dc
niwigo	missing_split_gloss_but_known_for_same_morpheme	"[""3"", ""hither"", ""retirapossuidor,fotosemdono""]"	n	data/van-data.json	van-data	1	okokodi ligetedi midi niwigo libinienaGa .	5739aca1-95fc-4584-9550-d7bd73c3c361
niweiigi	missing_split_gloss_but_known_for_same_morpheme	"[""3"", ""hither"", ""retirapossuidor,fotosemdono""]"	n	data/van-data.json	van-data	1	ligeladi ipegitege niweiigi nigotaGa	c1b350df-ed1a-4e3b-89a8-a6fa9ca8382e
nigotaGa	missing_split_gloss_but_known_for_same_morpheme	"[""3"", ""hither"", ""retirapossuidor,fotosemdono""]"	n	data/van-data.json	van-data	1	ligeladi ipegitege niweiigi nigotaGa	c1b350df-ed1a-4e3b-89a8-a6fa9ca8382e
niweiigi	missing_split_gloss_but_known_for_same_morpheme	"[""3"", ""hither"", ""retirapossuidor,fotosemdono""]"	n	data/van-data.json	van-data	1	ligeladi ipegitegi niweiigi nigotaGa	ebff5ffa-8a9d-4f8b-9960-38f70b344c19
nigotaGa	missing_split_gloss_but_known_for_same_morpheme	"[""3"", ""hither"", ""retirapossuidor,fotosemdono""]"	n	data/van-data.json	van-data	1	ligeladi ipegitegi niweiigi nigotaGa	ebff5ffa-8a9d-4f8b-9960-38f70b344c19
nigotaGa	missing_split_gloss_but_known_for_same_morpheme	"[""3"", ""hither"", ""retirapossuidor,fotosemdono""]"	n	data/van-data.json	van-data	1	nigotaGa liGeladi ipegitegi weiigi	81048a6f-e084-4b0a-965a-f41fb5c53ff7
digoida	missing_split_gloss_but_known_for_same_morpheme	"[""em_pé""]"	da	data/ped-gramm.json	ped-gramm	3	ajo niwatece etadi digoida	49347527-d19d-4689-bff1-ba3e497e7b1f
digoida	missing_split_gloss_but_known_for_same_morpheme	"[""em_pé""]"	da	data/ped-gramm.json	ped-gramm	3	iGeladi idei digoida	a4ccc755-a644-4b04-ab1b-698e7acea4cc
niGidowa	missing_split_gloss_but_known_for_same_morpheme	"[""em_pé""]"	da	data/ped-gramm.json	ped-gramm	3	niGidowa waca lotiidi dapikoGo	d3e098e5-4edd-4c24-81cf-78ff4a4d398c
naGada	missing_split_gloss_but_known_for_same_morpheme	"[""em_pé""]"	da	data/hil-data.json	hil-data	3	ninitibeci naGada	8f297896-5ee6-461f-86e3-0d4d4ef5a661
naGada	missing_split_gloss_but_known_for_same_morpheme	"[""em_pé""]"	da	data/hil-data.json	hil-data	3	naGada iwaGadi	d489d970-e6b1-42e3-add2-2221f2fb1fad
NiGida	missing_split_gloss_but_known_for_same_morpheme	"[""em_pé""]"	da	data/hil-data.json	hil-data	3	NiGida lodajo lodawa aidei dineigi	3a27c7c6-ecd6-45c0-a71e-b4aa2a242a3d
niGida	missing_split_gloss_but_known_for_same_morpheme	"[""em_pé""]"	da	data/van-data.json	van-data	3	niGida liwenigi libinienigi	a85fda39-1575-4120-9432-8fb534ebdbd2
idowa	missing_split_gloss_but_known_for_same_morpheme	"[""em_pé""]"	da	data/van-data.json	van-data	2	idowa waca lotiidi dapicoGo	278e4c5c-aaab-4ca3-8f5e-277610fb80c2
aG@	missing_split_gloss_but_known_for_same_morpheme	"[""aproximar"", ""aproximar/ficarperto"", ""estar_perto"", ""ficar_perto""]"	pegi	data/hil-data.json	hil-data	3	Ee ajipegitege	c4302bef-3de9-4f3c-b762-f6b77183f263
aG@	missing_split_gloss_but_known_for_same_morpheme	"[""aproximar"", ""aproximar/ficarperto"", ""estar_perto"", ""ficar_perto""]"	pegi	data/hil-data.json	hil-data	3	Ee ajipegitege	5bc48b27-0755-475f-813e-7a259f3c3c9e
ipegitegi	missing_split_gloss_but_known_for_same_morpheme	"[""aproximar"", ""aproximar/ficarperto"", ""estar_perto"", ""ficar_perto""]"	pegi	data/van-data.json	van-data	2	ijo lemé Maria ipegitegi weiigi	6599689a-3fbe-4598-8827-78aceeff3931
aG@	missing_split_gloss_but_known_for_same_morpheme	"[""não""]"	aG	data/ped-gramm.json	ped-gramm	1	liGeladi Maria aGipegetege	e553e02e-0d33-4fed-8f6a-b7cf5c9cf9c9
aG@	missing_split_gloss_but_known_for_same_morpheme	"[""não""]"	aG	data/ped-gramm.json	ped-gramm	1	ica Maria looligi alidi	fef391af-9e63-419f-8f81-057459193f49
aG@	missing_split_gloss_but_known_for_same_morpheme	"[""não""]"	aG	data/ped-gramm.json	ped-gramm	1	ee aGidininitibeci	3b45c470-6164-4fcf-a4d5-90be0f27eb1d
aG@	missing_split_gloss_but_known_for_same_morpheme	"[""não""]"	aG	data/ped-gramm.json	ped-gramm	1	aGee eliodi niinikeGegi	3f077b37-aa95-4012-9efb-a21630cdd6e9
adakake	missing_split_gloss_but_known_for_same_morpheme	"[""não""]"	aG	data/ped-gramm.json	ped-gramm	1	etogo aneiwaGadi adakake lojedi .	2c0248b3-8f68-46e9-b41c-9f7807572c87
adakake	missing_split_gloss_but_known_for_same_morpheme	"[""não""]"	aG	data/ped-gramm.json	ped-gramm	1	etogo adakake lojedi	73ceda1b-be14-4e75-9b1e-2a490d7df366
adakake	missing_split_gloss_but_known_for_same_morpheme	"[""não""]"	aG	data/ped-gramm.json	ped-gramm	1	Etogoli iwaGadi adakake lojetedi	1ab7fa26-ed92-4d55-98d0-0d76396373f0
adakake	missing_split_gloss_but_known_for_same_morpheme	"[""não""]"	aG	data/hil-data.json	hil-data	1	Etogo aneiwaGadi adakake lojedi	e349508c-4d86-48b8-9918-057988755e77
adakake	missing_split_gloss_but_known_for_same_morpheme	"[""não""]"	aG	data/hil-data.json	hil-data	1	Etogo ane iwaGadi adakake loojedi	1d10c633-e74d-4e27-ac23-6b6b2dde9647
aG@	missing_split_gloss_but_known_for_same_morpheme	"[""não""]"	aG	data/hil-data.json	hil-data	1	NiGida lodajo lodawa aidei dineigi	3a27c7c6-ecd6-45c0-a71e-b4aa2a242a3d
aG@	missing_split_gloss_but_known_for_same_morpheme	"[""não""]"	aG	data/hil-data.json	hil-data	1	Nigidiwa noGojedi lixagotaGaGa adakake lojedi	83fdcd4c-338f-4a9f-8545-da8539e67e9d
aG@	missing_split_gloss_but_known_for_same_morpheme	"[""não""]"	aG	data/hil-data.json	hil-data	1	Ee aidinitibeci .	4242d34b-9096-45a2-a666-502a2cb9ca49
aG@	missing_split_gloss_but_known_for_same_morpheme	"[""não""]"	aG	data/hil-data.json	hil-data	1	Ee ageliodi me idinitibeci	1e9df213-90da-4674-8889-4ac858df72fe
aG@	missing_split_gloss_but_known_for_same_morpheme	"[""não""]"	aG	data/hil-data.json	hil-data	1	Ee ajipegitege	c4302bef-3de9-4f3c-b762-f6b77183f263
aG@	missing_split_gloss_but_known_for_same_morpheme	"[""não""]"	aG	data/hil-data.json	hil-data	1	Ee ajipegitege	5bc48b27-0755-475f-813e-7a259f3c3c9e
aG@	missing_split_gloss_but_known_for_same_morpheme	"[""não""]"	aG	data/hil-data.json	hil-data	1	aGeliodi me idinitibeci .	90ca38d8-e063-4c98-af51-4b9022ade506
aG@	missing_split_gloss_but_known_for_same_morpheme	"[""não""]"	aG	data/hil-data.json	hil-data	1	oko aidejonaGa midi Godoigi	341bf09a-2ef8-455a-8b6b-88373c617dae
aG@	missing_split_gloss_but_known_for_same_morpheme	"[""não""]"	aG	data/hil-data.json	hil-data	1	aidejonaGa midi Godoigi	dff00f05-7be1-4d62-b3ed-b8a8870851e9
aG@	missing_split_gloss_but_known_for_same_morpheme	"[""não""]"	aG	data/van-data.json	van-data	1	nGijo lodajo ajo lodowa aGica digoida liGeladi	0c7e64fb-f070-4faa-a12a-c110cdf4bf16
aGica	missing_split_gloss_but_known_for_same_morpheme	"[""não""]"	aG	data/van-data.json	van-data	1	ee aGica inikeGegi	c3c548d7-b154-437e-9baf-541a1bbbab6e
aG@	missing_split_gloss_but_known_for_same_morpheme	"[""não""]"	aG	data/van-data.json	van-data	1	ee aGidininitibeci	c4d99cf1-e781-4efb-83ff-4a0ab873b7ec
aG@	missing_split_gloss_but_known_for_same_morpheme	"[""não""]"	aG	data/van-data.json	van-data	1	aGee eliodi niinikeGegi	969ba2f3-88dc-417e-ad3f-16ce88b4c762
aG@	missing_split_gloss_but_known_for_same_morpheme	"[""não""]"	aG	data/van-data.json	van-data	1	ee eliodi me aGidininitibeci	39925f76-d73f-423f-95cd-f88bd78f2a6e
aGica	missing_split_gloss_but_known_for_same_morpheme	"[""não""]"	aG	data/van-data.json	van-data	1	aGica daGa jipegitege	d3095a7e-477d-405e-9ea2-85bfdacad7d3
aGica	missing_split_gloss_but_known_for_same_morpheme	"[""não""]"	aG	data/van-data.json	van-data	1	aGica daGa jipegitegi	813f2ad7-42fb-4fbd-84b4-1957c68aa4f9
aG@	missing_split_gloss_but_known_for_same_morpheme	"[""não""]"	aG	data/van-data.json	van-data	1	aGeewi mica iniKGigi	42df6a83-6ae1-49b2-bd99-fbed7e2a083b
aG@	missing_split_gloss_but_known_for_same_morpheme	"[""não""]"	aG	data/van-data.json	van-data	1	aGeyo mica inikGigi	27d94732-46ea-4286-a1d4-b2861806a579
aG@	missing_split_gloss_but_known_for_same_morpheme	"[""não""]"	aG	data/van-data.json	van-data	1	aGidedonaGa midi Godoigi	d3952c8a-1ac1-4255-be0b-63978fdf368b
aG@	missing_split_gloss_but_known_for_same_morpheme	"[""não""]"	aG	data/van-data.json	van-data	1	aGide jonaGa midi Godoigi	fbae0277-3aad-4812-9229-94179b5a97a0
aG@	missing_split_gloss_but_known_for_same_morpheme	"[""3F"", ""aplicativo de 3 pessoa feminino""]"	tege	data/hil-data.json	hil-data	4	Ee ajipegitege	c4302bef-3de9-4f3c-b762-f6b77183f263
aG@	missing_split_gloss_but_known_for_same_morpheme	"[""3F"", ""aplicativo de 3 pessoa feminino""]"	tege	data/hil-data.json	hil-data	4	Ee ajipegitege	5bc48b27-0755-475f-813e-7a259f3c3c9e
ica	missing_split_gloss_but_known_for_same_morpheme	"[""ausente""]"	ca	data/ped-gramm.json	ped-gramm	2	ica looligi lidi	070d221f-f72d-4055-9c82-ddc383743e6a
ica	missing_split_gloss_but_known_for_same_morpheme	"[""ausente""]"	ca	data/ped-gramm.json	ped-gramm	2	ica looligi dapico	68277d1f-c30b-4c4f-ba9e-c2883cc133af
ica	missing_split_gloss_but_known_for_same_morpheme	"[""ausente""]"	ca	data/ped-gramm.json	ped-gramm	2	ica looligi ja dapico	5bebca84-3ecb-44c1-bf70-7eef6f5c0ff5
me@	missing_split_gloss_but_known_for_same_morpheme	"[""ausente""]"	ca	data/ped-gramm.json	ped-gramm	3	Eyodi dowediteloco naodigijedi micoataGa daGa me lionigipi	ee1a1190-7803-404c-83f6-49d3ccf63b0d
aG@	missing_split_gloss_but_known_for_same_morpheme	"[""ausente""]"	ca	data/van-data.json	van-data	3	nGijo lodajo ajo lodowa aGica digoida liGeladi	0c7e64fb-f070-4faa-a12a-c110cdf4bf16
ica	missing_split_gloss_but_known_for_same_morpheme	"[""ausente""]"	ca	data/van-data.json	van-data	2	ica liwigo niganigawanigi libinienigi	5d76c7ee-51ce-47b0-a85d-ddc7f7d33f5f
aGica	missing_split_gloss_but_known_for_same_morpheme	"[""ausente""]"	ca	data/van-data.json	van-data	3	ee aGica inikeGegi	c3c548d7-b154-437e-9baf-541a1bbbab6e
aGica	missing_split_gloss_but_known_for_same_morpheme	"[""ausente""]"	ca	data/van-data.json	van-data	3	aGica daGa jipegitege	d3095a7e-477d-405e-9ea2-85bfdacad7d3
aGica	missing_split_gloss_but_known_for_same_morpheme	"[""ausente""]"	ca	data/van-data.json	van-data	3	aGica daGa jipegitegi	813f2ad7-42fb-4fbd-84b4-1957c68aa4f9
me@	missing_split_gloss_but_known_for_same_morpheme	"[""ausente""]"	ca	data/van-data.json	van-data	3	aGeewi mica iniKGigi	42df6a83-6ae1-49b2-bd99-fbed7e2a083b
me@	missing_split_gloss_but_known_for_same_morpheme	"[""ausente""]"	ca	data/van-data.json	van-data	3	aGeyo mica inikGigi	27d94732-46ea-4286-a1d4-b2861806a579
iGeladi	missing_split_gloss_but_known_for_same_morpheme	"[""casa""]"	Geladi	data/ped-gramm.json	ped-gramm	2	iGeladi idei mijo naigi naGajo	7b810df7-6ed0-4027-b2fe-72c64e9ca1dc
ideiticoaci	missing_split_gloss_but_known_for_same_morpheme	"[""ficar(permanente)""]"	dei	data/hil-data.json	hil-data	2	dibixodi ideiticoaci maditaGa	4e9130da-80fd-4ac2-8665-956c95b299e2
ipegitegi	missing_split_gloss_but_known_for_same_morpheme	"[""3"", ""3M""]"	tegi	data/van-data.json	van-data	3	ijo lemé Maria ipegitegi weiigi	6599689a-3fbe-4598-8827-78aceeff3931
looligi	missing_split_gloss_but_known_for_same_morpheme	"[""comida""]"	ooligi	data/ped-gramm.json	ped-gramm	2	ica looligi dapico	68277d1f-c30b-4c4f-ba9e-c2883cc133af
looligi	missing_split_gloss_but_known_for_same_morpheme	"[""comida""]"	ooligi	data/ped-gramm.json	ped-gramm	2	ica looligi ja dapico	5bebca84-3ecb-44c1-bf70-7eef6f5c0ff5
lideGegi	missing_split_gloss_but_known_for_same_morpheme	"[""gostosura""]"	idi	data/ped-gramm.json	ped-gramm	2	ica lideGegi loligi idei liGeladi	582429f2-67d5-4077-b209-6deb7b5df54f
dapico	missing_split_gloss_but_known_for_same_morpheme	"[""(ser|estar)_quente"", ""quente""]"	apicoGo	data/ped-gramm.json	ped-gramm	2	ica looligi ja dapico	5bebca84-3ecb-44c1-bf70-7eef6f5c0ff5
linikeGegi	missing_split_gloss_but_known_for_same_morpheme	"[""nominalizador""]"	Ge	data/van-data.json	van-data	4	ajo eliodi linikeGegi	abe20c80-8394-478c-92eb-feef1512e5ed
inikeGegi	missing_split_gloss_but_known_for_same_morpheme	"[""nominalizador""]"	Ge	data/van-data.json	van-data	3	ee aGica inikeGegi	c3c548d7-b154-437e-9baf-541a1bbbab6e
ipegitaGagi	missing_split_gloss_but_known_for_same_morpheme	"[""M"", ""M??"", ""MASC""]"	gi	data/ped-gramm.json	ped-gramm	4	iGeladi ipegitaGagi	82117289-be52-45d0-886d-a5747eb20ea2
niinikeGegi	missing_split_gloss_but_known_for_same_morpheme	"[""M"", ""M??"", ""MASC""]"	gi	data/ped-gramm.json	ped-gramm	3	aGee eliodi niinikeGegi	3f077b37-aa95-4012-9efb-a21630cdd6e9
niinikeGegi	missing_split_gloss_but_known_for_same_morpheme	"[""M"", ""M??"", ""MASC""]"	gi	data/van-data.json	van-data	3	aGee eliodi niinikeGegi	969ba2f3-88dc-417e-ad3f-16ce88b4c762
iniKGigi	missing_split_gloss_but_known_for_same_morpheme	"[""M"", ""M??"", ""MASC""]"	gi	data/van-data.json	van-data	4	aGeewi mica iniKGigi	42df6a83-6ae1-49b2-bd99-fbed7e2a083b
inikGigi	missing_split_gloss_but_known_for_same_morpheme	"[""M"", ""M??"", ""MASC""]"	gi	data/van-data.json	van-data	4	aGeyo mica inikGigi	27d94732-46ea-4286-a1d4-b2861806a579
leonigipi	missing_split_gloss_but_known_for_same_morpheme	"[""M"", ""M??"", ""MASC""]"	gi	data/van-data.json	van-data	3	idiwa leonigipi Maria libinienigipi	f240dcfe-ca05-42aa-8644-07b9e3464e1a
leonigipi	missing_split_gloss_but_known_for_same_morpheme	"[""M"", ""M??"", ""MASC""]"	gi	data/van-data.json	van-data	3	ijowa leonigipi iwaalo idi metaGa	b97e5b2f-d0da-4238-8ee6-2c64ded91f76
loigipodi	missing_split_gloss_but_known_for_same_morpheme	"[""comunidade""]"	oigi	data/ped-gramm.json	ped-gramm	2	loigipodi libinienigipi	19cc39ce-fe03-4551-8097-9d163a38a3c0
libinienigipi	missing_split_gloss_but_known_for_same_morpheme	"[""PL""]"	pi	data/ped-gramm.json	ped-gramm	3	loigipodi libinienigipi	19cc39ce-fe03-4551-8097-9d163a38a3c0
lionigipi	missing_split_gloss_but_known_for_same_morpheme	"[""PL""]"	pi	data/ped-gramm.json	ped-gramm	3	Eyodi dowediteloco naodigijedi micoataGa daGa me lionigipi	ee1a1190-7803-404c-83f6-49d3ccf63b0d
lionigipi	missing_split_gloss_but_known_for_same_morpheme	"[""PL""]"	pi	data/van-data.json	van-data	3	niGijoa lionigipi iwaalo idei minitaGa	e5c65dad-8b04-46da-b965-4921887cbca4
leonigipi	missing_split_gloss_but_known_for_same_morpheme	"[""PL""]"	pi	data/van-data.json	van-data	4	idiwa leonigipi Maria libinienigipi	f240dcfe-ca05-42aa-8644-07b9e3464e1a
leonigipi	missing_split_gloss_but_known_for_same_morpheme	"[""PL""]"	pi	data/van-data.json	van-data	4	ijowa leonigipi iwaalo idi metaGa	b97e5b2f-d0da-4238-8ee6-2c64ded91f76
Ganixoa	missing_split_gloss_but_known_for_same_morpheme	"[""2""]"	Gad	data/ped-gramm.json	ped-gramm	1	ica nioladi Ganixoa	5d0b94bf-223d-4f09-8c6f-b951a70d6d0b
niwigo	missing_split_gloss_but_known_for_same_morpheme	"[""espírito/fotografia"", ""fotografia""]"	wigo	data/ped-gramm.json	ped-gramm	2	ica niwigo libinienigi	55551636-8ed3-4545-8510-d8dbfd817a1a
me@	missing_split_gloss_but_known_for_same_morpheme	"[""COMP"", ""que""]"	me	data/ped-gramm.json	ped-gramm	1	Eyodi dowediteloco naodigijedi micoataGa daGa me lionigipi	ee1a1190-7803-404c-83f6-49d3ccf63b0d
me@	missing_split_gloss_but_known_for_same_morpheme	"[""COMP"", ""que""]"	me	data/ped-gramm.json	ped-gramm	1	IiGeladi midi akiidi	edb3d8e5-d0c3-4ee6-97a8-ecb3afc84ded
me@	missing_split_gloss_but_known_for_same_morpheme	"[""COMP"", ""que""]"	me	data/hil-data.json	hil-data	1	NaGajo lomigo Pedilo idei madi niwatece	559ba85f-edfc-48dc-9bfb-0c3f8e5ad887
me@	missing_split_gloss_but_known_for_same_morpheme	"[""COMP"", ""que""]"	me	data/hil-data.json	hil-data	1	NaGajo lomigo niganigawanigi madi niwatece	92838eda-ef9b-4f05-a5eb-38a4709c0337
me@	missing_split_gloss_but_known_for_same_morpheme	"[""COMP"", ""que""]"	me	data/hil-data.json	hil-data	1	niGijoa lionaGa iwaalo idei mijotaGa	0de3d311-348a-4107-a191-9fc3f960c249
me@	missing_split_gloss_but_known_for_same_morpheme	"[""COMP"", ""que""]"	me	data/hil-data.json	hil-data	1	dibixodi ideiticoaci maditaGa	4e9130da-80fd-4ac2-8665-956c95b299e2
me@	missing_split_gloss_but_known_for_same_morpheme	"[""COMP"", ""que""]"	me	data/hil-data.json	hil-data	1	naGana eliodi meninitibeci	24a9e039-79d0-4026-8824-0d061c2b21ee
me@	missing_split_gloss_but_known_for_same_morpheme	"[""COMP"", ""que""]"	me	data/hil-data.json	hil-data	1	nigidiwa okokodi ligetedi midi niwigo libinienaGa	79cb0e55-9c06-4cb1-91b3-2b5233e1678f
me@	missing_split_gloss_but_known_for_same_morpheme	"[""COMP"", ""que""]"	me	data/hil-data.json	hil-data	1	Ite ee madataGa	42671da9-e433-4319-86a0-2a2cb8777a40
me@	missing_split_gloss_but_known_for_same_morpheme	"[""COMP"", ""que""]"	me	data/hil-data.json	hil-data	1	Ite ee midataGa	e58e38a7-f117-48f1-8a17-9d896867fe60
me@	missing_split_gloss_but_known_for_same_morpheme	"[""COMP"", ""que""]"	me	data/hil-data.json	hil-data	1	oko aidejonaGa midi Godoigi	341bf09a-2ef8-455a-8b6b-88373c617dae
me@	missing_split_gloss_but_known_for_same_morpheme	"[""COMP"", ""que""]"	me	data/hil-data.json	hil-data	1	aidejonaGa midi Godoigi	dff00f05-7be1-4d62-b3ed-b8a8870851e9
me@	missing_split_gloss_but_known_for_same_morpheme	"[""COMP"", ""que""]"	me	data/hil-data.json	hil-data	1	niGijo nelokodi Maria idei midi akiidi	3ab5703a-eb5c-48d2-b75b-992da5e60dd6
me@	missing_split_gloss_but_known_for_same_morpheme	"[""COMP"", ""que""]"	me	data/hil-data.json	hil-data	1	NiGidi lionaGa iwaalo etidi meetaGa	13f012b0-ef62-4477-b4bd-00e000484874
me@	missing_split_gloss_but_known_for_same_morpheme	"[""COMP"", ""que""]"	me	data/van-data.json	van-data	1	Ijo nigaanigawaanigi idei madi lomiigo niwatece	4c41fdf6-0c48-4eb6-91f7-121c21f3e2a7
me@	missing_split_gloss_but_known_for_same_morpheme	"[""COMP"", ""que""]"	me	data/van-data.json	van-data	1	niGijo nigaanigawaanigi manitaGa lomigo niwatece	235440ba-548e-4df6-8d9e-214cc8714f8f
me@	missing_split_gloss_but_known_for_same_morpheme	"[""COMP"", ""que""]"	me	data/van-data.json	van-data	1	Eyo manitaGa nigotaGa	d021bede-064b-4fd5-bb33-6c7cd4279c1b
me@	missing_split_gloss_but_known_for_same_morpheme	"[""COMP"", ""que""]"	me	data/van-data.json	van-data	1	niGijoa lionigipi iwaalo idei minitaGa	e5c65dad-8b04-46da-b965-4921887cbca4
me@	missing_split_gloss_but_known_for_same_morpheme	"[""COMP"", ""que""]"	me	data/van-data.json	van-data	1	dibixodi idei manitaGa	8c5dd09c-d010-4c48-9601-9d3b14c61119
me@	missing_split_gloss_but_known_for_same_morpheme	"[""COMP"", ""que""]"	me	data/van-data.json	van-data	1	etee manitaGa	e7f4ab65-14d7-44f5-a197-c99c4ab173cd
me@	missing_split_gloss_but_known_for_same_morpheme	"[""COMP"", ""que""]"	me	data/van-data.json	van-data	1	etee minitaGa	7aa17dd7-2c26-4df9-8f90-65d8d58e2c59
