sent_ordinal	sent_uid	sent_text	text_pt_br	visible	path	container_uid	container_id	container_title	token_ordinal	token_p	token_form	token_tag_source	token_level	token_gloss_br	split_obj_json	split_count	split_forms	split_tags	split_glosses_br	split_fns	split_idxs	chunk_memberships	proto_conllu_id	proto_conllu_form	proto_conllu_misc_json	proto_token_range
21	5d0b94bf-223d-4f09-8c6f-b951a70d6d0b	ica nioladi Ganixoa	A língua do teu irmão 	True	$.pages[0].sentences[20]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			3	3	Ganixoa	N$	1	seu irmão		2	Gad|nixoa	Gen|n	|	|	|	IP-MAT[l=0]|NP-PRD[l=1]	3	Ganixoa	"""TokenRange=10:17"""	
22	881131dd-3f70-411a-ac7e-85557139d1e3	ica nioladi nioxoa libinienigi	A língua do irmão dele/dela é bonita	True	$.pages[0].sentences[21]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			1	1	ica	D	1	a		2	i|ca	Gnr|Ncl	masc|ausente	|	|	IP-MAT[l=0]|NP-SBJ[l=1]	1	ica	"""TokenRange=0:3"""	
22	881131dd-3f70-411a-ac7e-85557139d1e3	ica nioladi nioxoa libinienigi	A língua do irmão dele/dela é bonita	True	$.pages[0].sentences[21]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			2	2	nioladi	N$	1			0						IP-MAT[l=0]|NP-SBJ[l=1]	2	nioladi	"""TokenRange=3:10"""	
22	881131dd-3f70-411a-ac7e-85557139d1e3	ica nioladi nioxoa libinienigi	A língua do irmão dele/dela é bonita	True	$.pages[0].sentences[21]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			3	3	nioxoa	N$	1			0						IP-MAT[l=0]|NP-SBJ[l=1]	3	nioxoa	"""TokenRange=10:16"""	
22	881131dd-3f70-411a-ac7e-85557139d1e3	ica nioladi nioxoa libinienigi	A língua do irmão dele/dela é bonita	True	$.pages[0].sentences[21]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			4	4	libinienigi	N$	1	bonito		3	l|ibinie|nigi	Gen|n|Dim	||masc	||	||	IP-MAT[l=0]|NP-PRD[l=1]	4	libinienigi	"""TokenRange=16:27"""	
23	95a7d135-4be0-463d-b443-76cc5828fc89	ica nioladi lodawa libinienigi	A língua do marido/esposa dele/dela é bonita	True	$.pages[0].sentences[22]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			1	1	ica	D	1	a		2	i|ca	Gnr|Ncl	masc|ausente	|	|	IP-MAT[l=0]|NP-SBJ[l=1]	1	ica	"""TokenRange=0:3"""	
23	95a7d135-4be0-463d-b443-76cc5828fc89	ica nioladi lodawa libinienigi	A língua do marido/esposa dele/dela é bonita	True	$.pages[0].sentences[22]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			2	2	nioladi	N$	1			0						IP-MAT[l=0]|NP-SBJ[l=1]	2	nioladi	"""TokenRange=3:10"""	
23	95a7d135-4be0-463d-b443-76cc5828fc89	ica nioladi lodawa libinienigi	A língua do marido/esposa dele/dela é bonita	True	$.pages[0].sentences[22]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			3	3	lodawa	N$	1	esposa		0						IP-MAT[l=0]|NP-SBJ[l=1]	3	lodawa	"""TokenRange=10:16"""	
23	95a7d135-4be0-463d-b443-76cc5828fc89	ica nioladi lodawa libinienigi	A língua do marido/esposa dele/dela é bonita	True	$.pages[0].sentences[22]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			4	4	libinienigi	N$	1	bonito		3	l|ibinie|nigi	Gen|n|Dim	||masc	||	||	IP-MAT[l=0]|NP-PRD[l=1]	4	libinienigi	"""TokenRange=16:27"""	
24	2f47b402-9fe7-4714-96e3-c6cbdf405472	iGeladi idei naigi anenapioi	a minha casa está naquela suja rua (=minha casa fica no caminho que é sujo)	True	$.pages[0].sentences[23]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			1	1	iGeladi	N$	1			0						IP-MAT[l=0]|NP[l=1]	1	iGeladi	"""TokenRange=0:7"""	
24	2f47b402-9fe7-4714-96e3-c6cbdf405472	iGeladi idei naigi anenapioi	a minha casa está naquela suja rua (=minha casa fica no caminho que é sujo)	True	$.pages[0].sentences[23]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			2	2	idei	VB	0	fica		2	i|dei	Erg|v	3|ficar(permanente)	|	|	IP-MAT[l=0]	2	idei	"""TokenRange=7:11"""	
24	2f47b402-9fe7-4714-96e3-c6cbdf405472	iGeladi idei naigi anenapioi	a minha casa está naquela suja rua (=minha casa fica no caminho que é sujo)	True	$.pages[0].sentences[23]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			3	3	naigi	N	1	caminho		0						IP-MAT[l=0]|NP[l=1]	3	naigi	"""TokenRange=11:16"""	
24	2f47b402-9fe7-4714-96e3-c6cbdf405472	iGeladi idei naigi anenapioi	a minha casa está naquela suja rua (=minha casa fica no caminho que é sujo)	True	$.pages[0].sentences[23]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			4	4	ane@	WPRO	3		"{""v"": ""anenapioi"", ""t"": ""WPRO+ADJ"", ""idx"": 0}"	2	ane|napioi	Wpro|Adj	|	True|	|	IP-MAT[l=0]|NP[l=1]|CP-REL[l=2]|WNP[l=3]	4	anenapioi	"""TokenRange=16:25"""	
24	2f47b402-9fe7-4714-96e3-c6cbdf405472	iGeladi idei naigi anenapioi	a minha casa está naquela suja rua (=minha casa fica no caminho que é sujo)	True	$.pages[0].sentences[23]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			5	5	@napioi	ADJ	3		"{""idx"": 1}"	0						IP-MAT[l=0]|NP[l=1]|CP-REL[l=2]|ADJP[l=3]				
25	a4d33655-fe74-4df2-8d5e-b3c88fba5fd1	iGeladi idei naigi me napioi	minha casa suja fica naquela rua	True	$.pages[0].sentences[24]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			1	1	iGeladi	N$	1			2	i|Geladi	Gen|n	1|casa	|	|	IP-MAT[l=0]|NP[l=1]	1	iGeladi	"""TokenRange=0:7"""	
25	a4d33655-fe74-4df2-8d5e-b3c88fba5fd1	iGeladi idei naigi me napioi	minha casa suja fica naquela rua	True	$.pages[0].sentences[24]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			2	2	idei	VB	0	fica		2	i|dei	Erg|v	3|ficar(permanente)	|	|	IP-MAT[l=0]	2	idei	"""TokenRange=7:11"""	
25	a4d33655-fe74-4df2-8d5e-b3c88fba5fd1	iGeladi idei naigi me napioi	minha casa suja fica naquela rua	True	$.pages[0].sentences[24]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			3	3	naigi	N	1	caminho		0						IP-MAT[l=0]|NP[l=1]	3	naigi	"""TokenRange=11:16"""	
25	a4d33655-fe74-4df2-8d5e-b3c88fba5fd1	iGeladi idei naigi me napioi	minha casa suja fica naquela rua	True	$.pages[0].sentences[24]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			4	4	me	C	2	que		0						IP-MAT[l=0]|NP[l=1]|CP-me[l=2]	4	me	"""TokenRange=16:18"""	
25	a4d33655-fe74-4df2-8d5e-b3c88fba5fd1	iGeladi idei naigi me napioi	minha casa suja fica naquela rua	True	$.pages[0].sentences[24]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			5	5	napioi	ADJ	3	sujo		0						IP-MAT[l=0]|NP[l=1]|CP-me[l=2]|ADJP[l=3]	5	napioi	"""TokenRange=18:24"""	
26	f081c545-c42b-463d-b57f-db87787f20e7	João liGeladi ane napioi	A casa do João é suja	True	$.pages[0].sentences[25]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			1	1	João	NPR	1			0						IP-MAT[l=0]|NP-SBJ[l=1]	1	João	"""TokenRange=0:4"""	
26	f081c545-c42b-463d-b57f-db87787f20e7	João liGeladi ane napioi	A casa do João é suja	True	$.pages[0].sentences[25]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			2	2	liGeladi	N$	1	casa		0						IP-MAT[l=0]|NP-PRD[l=1]	2	liGeladi	"""TokenRange=4:12"""	
26	f081c545-c42b-463d-b57f-db87787f20e7	João liGeladi ane napioi	A casa do João é suja	True	$.pages[0].sentences[25]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			3	3	ane	WPRO	3	que 		0						IP-MAT[l=0]|NP-PRD[l=1]|CP-REL[l=2]|WNP[l=3]	3	ane	"""TokenRange=12:15"""	
26	f081c545-c42b-463d-b57f-db87787f20e7	João liGeladi ane napioi	A casa do João é suja	True	$.pages[0].sentences[25]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			4	4	napioi	ADJ	3	sujo		0						IP-MAT[l=0]|NP-PRD[l=1]|CP-REL[l=2]|ADJP[l=3]	4	napioi	"""TokenRange=15:21"""	
27	7b810df7-6ed0-4027-b2fe-72c64e9ca1dc	iGeladi idei mijo naigi naGajo	A minha casa fica naquela rua suja dela	True	$.pages[0].sentences[26]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			1	1	iGeladi	N$	1	minha casa		2	i|geladi	Gen|n	|	|	|	IP-MAT[l=0]|NP[l=1]	1	iGeladi	"""TokenRange=0:7"""	
27	7b810df7-6ed0-4027-b2fe-72c64e9ca1dc	iGeladi idei mijo naigi naGajo	A minha casa fica naquela rua suja dela	True	$.pages[0].sentences[26]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			2	2	idei	VB	0	fica		2	i|dei	Erg|v	3|ficar(permanente)	|	|	IP-MAT[l=0]	2	idei	"""TokenRange=7:11"""	
27	7b810df7-6ed0-4027-b2fe-72c64e9ca1dc	iGeladi idei mijo naigi naGajo	A minha casa fica naquela rua suja dela	True	$.pages[0].sentences[26]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			3	3	me@	C	1	com a	"{""v"": ""mijo"", ""t"": ""C+D"", ""idx"": 0}"	3	me|i|jo	c|Gnr|Ncl	|M|	True||	||	IP-MAT[l=0]|CP-me[l=1]	3	mijo	"""TokenRange=11:15"""	
27	7b810df7-6ed0-4027-b2fe-72c64e9ca1dc	iGeladi idei mijo naigi naGajo	A minha casa fica naquela rua suja dela	True	$.pages[0].sentences[26]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			4	4	@ijo	D	3		"{""idx"": 1}"	0						IP-MAT[l=0]|CP-me[l=1]|IP-SUB[l=2]|NP[l=3]	4	naigi	"""TokenRange=15:20"""	
27	7b810df7-6ed0-4027-b2fe-72c64e9ca1dc	iGeladi idei mijo naigi naGajo	A minha casa fica naquela rua suja dela	True	$.pages[0].sentences[26]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			5	5	naigi	N	3	caminho		0						IP-MAT[l=0]|CP-me[l=1]|IP-SUB[l=2]|NP[l=3]	5	naGajo	"""TokenRange=20:26"""	
27	7b810df7-6ed0-4027-b2fe-72c64e9ca1dc	iGeladi idei mijo naigi naGajo	A minha casa fica naquela rua suja dela	True	$.pages[0].sentences[26]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			6	6	naGajo	PRO$	3	dela		3	nG|a|jo	Dem|Gnr|Ncl	||	||	||	IP-MAT[l=0]|CP-me[l=1]|IP-SUB[l=2]|NP[l=3]				
28	ee1a1190-7803-404c-83f6-49d3ccf63b0d	Eyodi dowediteloco naodigijedi micoataGa daGa me lionigipi	meu pai cuida da plantação de flores como filhas	True	$.pages[0].sentences[27]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			1	1	Eyodi	N$	1	meu pai		0						IP-MAT[l=0]|NP[l=1]	1	Eyodi	"""TokenRange=0:5"""	
28	ee1a1190-7803-404c-83f6-49d3ccf63b0d	Eyodi dowediteloco naodigijedi micoataGa daGa me lionigipi	meu pai cuida da plantação de flores como filhas	True	$.pages[0].sentences[27]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			2	2	dowediteloco	VBAPL	0	cuida de		0						IP-MAT[l=0]	2	dowediteloco	"""TokenRange=5:17"""	
28	ee1a1190-7803-404c-83f6-49d3ccf63b0d	Eyodi dowediteloco naodigijedi micoataGa daGa me lionigipi	meu pai cuida da plantação de flores como filhas	True	$.pages[0].sentences[27]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			3	3	naodigijedi	N	1	plantação de flores		0						IP-MAT[l=0]|NP-APL[l=1]	3	naodigijedi	"""TokenRange=17:28"""	
28	ee1a1190-7803-404c-83f6-49d3ccf63b0d	Eyodi dowediteloco naodigijedi micoataGa daGa me lionigipi	meu pai cuida da plantação de flores como filhas	True	$.pages[0].sentences[27]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			4	4	micoataGa	CD	1	como		5	me|i|ca|wa|taGa	c|Gnr|Ncl|Plu|Apl	||||com	False||||	||||	IP-MAT[l=0]|CP-D[l=1]	4	micoataGa	"""TokenRange=28:37"""	
28	ee1a1190-7803-404c-83f6-49d3ccf63b0d	Eyodi dowediteloco naodigijedi micoataGa daGa me lionigipi	meu pai cuida da plantação de flores como filhas	True	$.pages[0].sentences[27]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			5	5	daGa	C	2	se		0						IP-MAT[l=0]|CP-D[l=1]|CP-daGa[l=2]	5	daGa	"""TokenRange=37:41"""	
28	ee1a1190-7803-404c-83f6-49d3ccf63b0d	Eyodi dowediteloco naodigijedi micoataGa daGa me lionigipi	meu pai cuida da plantação de flores como filhas	True	$.pages[0].sentences[27]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			6	6	me	C	3	que		0						IP-MAT[l=0]|CP-D[l=1]|CP-daGa[l=2]|CP-me[l=3]	6	me	"""TokenRange=41:43"""	
28	ee1a1190-7803-404c-83f6-49d3ccf63b0d	Eyodi dowediteloco naodigijedi micoataGa daGa me lionigipi	meu pai cuida da plantação de flores como filhas	True	$.pages[0].sentences[27]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			7	7	lionigipi	N$	5	filhas		0						IP-MAT[l=0]|CP-D[l=1]|CP-daGa[l=2]|CP-me[l=3]|IP-SUB[l=4]|NP[l=5]	7	lionigipi	"""TokenRange=43:52"""	
29	4bdb4b8f-0176-4303-8a13-e313fbb6d7ad	Eyodi me niganaGacanajo	Meu pai que era cantor	True	$.pages[0].sentences[28]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			1	1	Eyodi	N$	1	meu pai		0						IP-MAT[l=0]|NP[l=1]	1	Eyodi	"""TokenRange=0:5"""	
29	4bdb4b8f-0176-4303-8a13-e313fbb6d7ad	Eyodi me niganaGacanajo	Meu pai que era cantor	True	$.pages[0].sentences[28]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			2	2	me	C	2	que		0						IP-MAT[l=0]|NP[l=1]|CP-me[l=2]	2	me	"""TokenRange=5:7"""	
29	4bdb4b8f-0176-4303-8a13-e313fbb6d7ad	Eyodi me niganaGacanajo	Meu pai que era cantor	True	$.pages[0].sentences[28]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			3	3	niganaGacanajo	N	4			0						IP-MAT[l=0]|NP[l=1]|CP-me[l=2]|IP-SUB[l=3]|NP[l=4]	3	niganaGacanajo	"""TokenRange=7:21"""	
30	7b806584-75e5-4017-b9e2-ba97458903bd	Eyodi ane niganaGacanajo	Meu pai que era cantor (explicativa)	True	$.pages[0].sentences[29]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			1	1	Eyodi	N$	1	meu pai		0						IP-MAT[l=0]|NP-SBJ[l=1]	1	Eyodi	"""TokenRange=0:5"""	
30	7b806584-75e5-4017-b9e2-ba97458903bd	Eyodi ane niganaGacanajo	Meu pai que era cantor (explicativa)	True	$.pages[0].sentences[29]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			2	2	ane	WPRO	4	que		0						IP-MAT[l=0]|NP-PRD[l=1]|NP[l=2]|CP-FRL[l=3]|WNP[l=4]	2	ane	"""TokenRange=5:8"""	
30	7b806584-75e5-4017-b9e2-ba97458903bd	Eyodi ane niganaGacanajo	Meu pai que era cantor (explicativa)	True	$.pages[0].sentences[29]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			3	3	*T*		5			0						IP-MAT[l=0]|NP-PRD[l=1]|NP[l=2]|CP-FRL[l=3]|IP-SUB[l=4]|NP-TRACE[l=5]	3	niganaGacanajo	"""TokenRange=8:22"""	
30	7b806584-75e5-4017-b9e2-ba97458903bd	Eyodi ane niganaGacanajo	Meu pai que era cantor (explicativa)	True	$.pages[0].sentences[29]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			4	4	niganaGacanajo	N	5			0						IP-MAT[l=0]|NP-PRD[l=1]|NP[l=2]|CP-FRL[l=3]|IP-SUB[l=4]|NP[l=5]				
31	845b9d1d-ad7c-445a-bfbd-04fd9255ffc2	Eyodi daGa niganaGacanajo	Meu pai se fosse cantor	True	$.pages[0].sentences[30]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			1	1	Eyodi	N$	1	meu pai		0						IP-MAT[l=0]|NP[l=1]	1	Eyodi	"""TokenRange=0:5"""	
31	845b9d1d-ad7c-445a-bfbd-04fd9255ffc2	Eyodi daGa niganaGacanajo	Meu pai se fosse cantor	True	$.pages[0].sentences[30]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			2	2	daGa	C	1	que		0						IP-MAT[l=0]|CP-daGa[l=1]	2	daGa	"""TokenRange=5:9"""	
31	845b9d1d-ad7c-445a-bfbd-04fd9255ffc2	Eyodi daGa niganaGacanajo	Meu pai se fosse cantor	True	$.pages[0].sentences[30]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			3	3	niganaGacanajo	N	3			0						IP-MAT[l=0]|CP-daGa[l=1]|IP-SUB[l=2]|NP[l=3]	3	niganaGacanajo	"""TokenRange=9:23"""	
32	a4ccc755-a644-4b04-ab1b-698e7acea4cc	iGeladi idei digoida	minha casa está lá	True	$.pages[0].sentences[31]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			1	1	iGeladi	N$	1			0						IP-MAT[l=0]|NP[l=1]	1	iGeladi	"""TokenRange=0:7"""	
32	a4ccc755-a644-4b04-ab1b-698e7acea4cc	iGeladi idei digoida	minha casa está lá	True	$.pages[0].sentences[31]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			2	2	idei	VB	0	fica		2	i|dei	Erg|v	3|ficar(permanente)	|	|	IP-MAT[l=0]	2	idei	"""TokenRange=7:11"""	
32	a4ccc755-a644-4b04-ab1b-698e7acea4cc	iGeladi idei digoida	minha casa está lá	True	$.pages[0].sentences[31]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			3	3	digoida	ADV	1	lá		3	digo|i|da	Adv|Gen|Ncl	||	False||	||	IP-MAT[l=0]|ADVP[l=1]	3	digoida	"""TokenRange=11:18"""	
33	82117289-be52-45d0-886d-a5747eb20ea2	iGeladi ipegitaGagi	Minha casa está perto de você	True	$.pages[0].sentences[32]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			1	1	iGeladi	N$	1			0						IP-MAT[l=0]|NP[l=1]	1	iGeladi	"""TokenRange=0:7"""	
33	82117289-be52-45d0-886d-a5747eb20ea2	iGeladi ipegitaGagi	Minha casa está perto de você	True	$.pages[0].sentences[32]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			2	2	ipegitaGagi	VBAPL	0			4	i|pegi|taGa|gi	Erg|v|OBL|Apl	||2|	|||	|||	IP-MAT[l=0]	2	ipegitaGagi	"""TokenRange=7:18"""	
34	50f93fbc-14fa-48e7-b8ba-22f744109348	iGeladi ipegitegi liGeladi	Minha casa está perto de sua casa	True	$.pages[0].sentences[33]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			1	1	iGeladi	N$	1			0						IP-MAT[l=0]|NP[l=1]	1	iGeladi	"""TokenRange=0:7"""	
34	50f93fbc-14fa-48e7-b8ba-22f744109348	iGeladi ipegitegi liGeladi	Minha casa está perto de sua casa	True	$.pages[0].sentences[33]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			2	2	ipegitegi	VBAPL	0	fica próxima de		3	i|pegi|tegi	Erg|v|Apl	3|aproximar|3	||	||	IP-MAT[l=0]	2	ipegitegi	"""TokenRange=7:16"""	
34	50f93fbc-14fa-48e7-b8ba-22f744109348	iGeladi ipegitegi liGeladi	Minha casa está perto de sua casa	True	$.pages[0].sentences[33]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			3	3	liGeladi	N$	1	(tirar)		2	l|Geladi	Gen|n	3|casa	|	|	IP-MAT[l=0]|NP-APL[l=1]	3	liGeladi	"""TokenRange=16:24"""	
35	014fefb1-d5e3-48c8-9ac3-9e713a41407f	iGeladi ipegitegi naigi ane napioi	Minha casa está perto desta rua suja (que está suja)	True	$.pages[0].sentences[34]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			1	1	iGeladi	N$	1			0						IP-MAT[l=0]|NP[l=1]	1	iGeladi	"""TokenRange=0:7"""	
35	014fefb1-d5e3-48c8-9ac3-9e713a41407f	iGeladi ipegitegi naigi ane napioi	Minha casa está perto desta rua suja (que está suja)	True	$.pages[0].sentences[34]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			2	2	ipegitegi	VBAPL	0	fica próxima de		3	i|pegi|tegi	Erg|v|Apl	3|aproximar|3	||	||	IP-MAT[l=0]	2	ipegitegi	"""TokenRange=7:16"""	
35	014fefb1-d5e3-48c8-9ac3-9e713a41407f	iGeladi ipegitegi naigi ane napioi	Minha casa está perto desta rua suja (que está suja)	True	$.pages[0].sentences[34]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			3	3	naigi	N	1	caminho		0						IP-MAT[l=0]|NP-APL[l=1]	3	naigi	"""TokenRange=16:21"""	
35	014fefb1-d5e3-48c8-9ac3-9e713a41407f	iGeladi ipegitegi naigi ane napioi	Minha casa está perto desta rua suja (que está suja)	True	$.pages[0].sentences[34]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			4	4	ane	WPRO	3	que 		0						IP-MAT[l=0]|NP-APL[l=1]|CP-REL[l=2]|WNP[l=3]	4	ane	"""TokenRange=21:24"""	
35	014fefb1-d5e3-48c8-9ac3-9e713a41407f	iGeladi ipegitegi naigi ane napioi	Minha casa está perto desta rua suja (que está suja)	True	$.pages[0].sentences[34]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			5	5	*T*		4			0						IP-MAT[l=0]|NP-APL[l=1]|CP-REL[l=2]|IP-SUB[l=3]|NP-TRACE[l=4]	5	napioi	"""TokenRange=24:30"""	
35	014fefb1-d5e3-48c8-9ac3-9e713a41407f	iGeladi ipegitegi naigi ane napioi	Minha casa está perto desta rua suja (que está suja)	True	$.pages[0].sentences[34]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			6	6	napioi	ADJ	4	sujo		0						IP-MAT[l=0]|NP-APL[l=1]|CP-REL[l=2]|IP-SUB[l=3]|ADJP[l=4]				
36	bb8018ba-76b3-43f2-82ea-78b6009c1f90	iGeladi ipegitegi naigi me napioi	minha casa está perto da rua suja	True	$.pages[0].sentences[35]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			1	1	iGeladi	N$	1			0						IP-MAT[l=0]|NP[l=1]	1	iGeladi	"""TokenRange=0:7"""	
36	bb8018ba-76b3-43f2-82ea-78b6009c1f90	iGeladi ipegitegi naigi me napioi	minha casa está perto da rua suja	True	$.pages[0].sentences[35]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			2	2	ipegitegi	VBAPL	0	fica próxima de		3	i|pegi|tegi	Erg|v|Apl	3|aproximar|3	||	||	IP-MAT[l=0]	2	ipegitegi	"""TokenRange=7:16"""	
36	bb8018ba-76b3-43f2-82ea-78b6009c1f90	iGeladi ipegitegi naigi me napioi	minha casa está perto da rua suja	True	$.pages[0].sentences[35]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			3	3	naigi	N	1	caminho		0						IP-MAT[l=0]|NP-APL[l=1]	3	naigi	"""TokenRange=16:21"""	
36	bb8018ba-76b3-43f2-82ea-78b6009c1f90	iGeladi ipegitegi naigi me napioi	minha casa está perto da rua suja	True	$.pages[0].sentences[35]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			4	4	me	C	2	que		0						IP-MAT[l=0]|NP-APL[l=1]|CP-me[l=2]	4	me	"""TokenRange=21:23"""	
36	bb8018ba-76b3-43f2-82ea-78b6009c1f90	iGeladi ipegitegi naigi me napioi	minha casa está perto da rua suja	True	$.pages[0].sentences[35]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			5	5	napioi	ADJ	4			0						IP-MAT[l=0]|NP-APL[l=1]|CP-me[l=2]|IP-SUB[l=3]|ADJP[l=4]	5	napioi	"""TokenRange=23:29"""	
37	1da1bf7a-7975-4baf-821b-9df5c75ac297	iGeladi aGipegitegi weigi	Minha casa não fica perto do rio	True	$.pages[0].sentences[36]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			1	1	iGeladi	N$	1			0						IP-MAT[l=0]|NP[l=1]	1	iGeladi	"""TokenRange=0:7"""	
37	1da1bf7a-7975-4baf-821b-9df5c75ac297	iGeladi aGipegitegi weigi	Minha casa não fica perto do rio	True	$.pages[0].sentences[36]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			2	2	aG@	NEG	0		"{""v"": ""aGipegitegi"", ""t"": ""NEG+VBAPL"", ""idx"": 0}"	4	aG|i|pegi|tegi	|||	|||	True|||	|||	IP-MAT[l=0]	2	aGipegitegi	"""TokenRange=7:18"""	
37	1da1bf7a-7975-4baf-821b-9df5c75ac297	iGeladi aGipegitegi weigi	Minha casa não fica perto do rio	True	$.pages[0].sentences[36]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			3	3	@ipegitegi	VBAPL	0		"{""idx"": 1}"	0						IP-MAT[l=0]	3	weigi	"""TokenRange=18:23"""	
37	1da1bf7a-7975-4baf-821b-9df5c75ac297	iGeladi aGipegitegi weigi	Minha casa não fica perto do rio	True	$.pages[0].sentences[36]	28eeb8a0-d923-4d75-aebe-599aadddfbbb			4	4	weigi	N	1			0						IP-MAT[l=0]|NP-APL[l=1]				
