document_uid	reference	document_title	source_json	sentence_number	sentence_uid	text	text_por	sentence_status	struct_status	parsed_marker	token_count	pos_tagged_tokens	pos_coverage	token_levels	chunk_count	chunk_labels	chunk_levels	chunk_coverage	tree_reconstructable	tree_error	proto_conllu_rows	proto_conllu_with_head	proto_conllu_with_deprel	translations_present	token_glosses	tokens_with_splits	sentence_comments	break_markers
5fff7ab6-d724-49e6-a5e6-b75f9d5e2f0b	tale_12a.txt	Çuaçu iauareté	6ab545c80d7977bbad0e89e2.json	23	f82ee2d7-afce-4461-a01d-6b6f09333c6d	Tamanduá oúri, uacệmo iauáraẹtệ ocarậĩn mɨrá, ocɨka i cupé rupí meué rupí, oiúimána ahé, omunệu i pộampé; iauáraẹtệ amanũãna.	O tamanduá veio, achou a onça arranhando um pau, chegou por trás devagar, deu-lhe um abraço, meteu-lhe a unha, a onça morreu.				19	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 19, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
5fff7ab6-d724-49e6-a5e6-b75f9d5e2f0b	tale_12a.txt	Çuaçu iauareté	6ab545c80d7977bbad0e89e2.json	24	154482e8-907c-4b18-95bc-d57b9c1fefe1	Çuaçú oraçộ-ãna iauáratệ çóka kẹtệ, onhehẽ irúmoára çupé: — Kúçukúi uãna; rẹmungaturú iáú arãma.	O veado a levou para casa, e disse a sua companheira: — Aqui está; apronta para nós jantarmos.				14	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 14, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
5fff7ab6-d724-49e6-a5e6-b75f9d5e2f0b	tale_12a.txt	Çuaçu iauareté	6ab545c80d7977bbad0e89e2.json	25	70f2faa7-8b06-43e8-9611-fe58ee6abe7a	Iauáratệ omungaturú ãna, intí óú; oçaciára oikộ.	A onça aprontou, mas não jantou e estava triste.				7	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 7, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
5fff7ab6-d724-49e6-a5e6-b75f9d5e2f0b	tale_12a.txt	Çuaçu iauareté	6ab545c80d7977bbad0e89e2.json	26	c5e9cc0d-de63-47f6-b759-cb02ebdffbff	Pitúna ocɨka ramé, aitá intí okệri quáu.	Quando chegou a noite os dois no dormiam.				7	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 7, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
5fff7ab6-d724-49e6-a5e6-b75f9d5e2f0b	tale_12a.txt	Çuaçu iauareté	6ab545c80d7977bbad0e89e2.json	27	02c2fee1-d6cb-4129-880b-8273a0073703	Aitá oiúcɨkiié oikộ amú çuí; çuaçú omãiậna iauáratệ, iauáratệ omãiậna çuaçú.	A onça espiando o veado, o veado espiando a onça.				11	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 11, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
5fff7ab6-d724-49e6-a5e6-b75f9d5e2f0b	tale_12a.txt	Çuaçu iauareté	6ab545c80d7977bbad0e89e2.json	28	fcf978fb-bb14-4199-9170-cea73c04de98	Piçaié ramé aitá repocɨ ramé ãna, çuaçú akậnga otucá iurá rẹcệ.	A meia noite eles estavam com muito sono, a cabeça do veado esbarrou no giral, fez: tá!				11	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 11, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
5fff7ab6-d724-49e6-a5e6-b75f9d5e2f0b	tale_12a.txt	Çuaçu iauareté	6ab545c80d7977bbad0e89e2.json	29	4757c7ba-3141-4f37-a887-990409a2334c	Iuarátệ opúri, ũiậna, omaité çuaçú oiucá putári ahé.	A onça, pensando que era o veado que já ia a matar, deu um pulo.				8	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 8, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
5fff7ab6-d724-49e6-a5e6-b75f9d5e2f0b	tale_12a.txt	Çuaçu iauareté	6ab545c80d7977bbad0e89e2.json	30	5ba7fb63-8d77-4675-b54e-a1d8c01c2032	Quahá teapú ramé, çuaçú opáca, iacanhɨmu, opúri, ũiậna amú çuaxára kẹtệ.					11	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 11, 't': 'IP-MAT'}	11	0	0	0	0	0	0	1
5fff7ab6-d724-49e6-a5e6-b75f9d5e2f0b	tale_12a.txt	Çuaçu iauareté	6ab545c80d7977bbad0e89e2.json	31	60878e06-4741-47d0-853e-8d19efe71d56	A itá oiauáu ãna.	Ambos fugiram.				4	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 4, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
a1a2b07d-b997-462e-879b-0e5992a233a9	tale_12b.txt	Çuaçu iauareté II	6ab545d80d7977bbad0e89e3.json	1	e5bf6d37-1358-40db-96d3-5704c03e02ec	Çuaçu iauareté II	O vendo e a onça II				3	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 3, 't': 'IP-MAT'}	3	0	0	1	0	0	0	1
a1a2b07d-b997-462e-879b-0e5992a233a9	tale_12b.txt	Çuaçu iauareté II	6ab545d80d7977bbad0e89e3.json	2	d438f9ce-8a1f-4908-b401-48307a3deda1	Çuaçú oçộ opɨtá arãma iauára róca upé.	O veado foi morar em companhia do cachorro.				7	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 7, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
a1a2b07d-b997-462e-879b-0e5992a233a9	tale_12b.txt	Çuaçu iauareté II	6ab545d80d7977bbad0e89e3.json	3	fcfb9d4f-7e92-486c-822c-e9437b880993	Amú acaiú upé, iauáratệ ocɨka iúɨri iauára róça úpe, opɨtậ arãma ahé irúmo.	Passado muito tempo, a onça também foi morar lá, porque o veado já havia esquecido dela.				13	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 13, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
a1a2b07d-b997-462e-879b-0e5992a233a9	tale_12b.txt	Çuaçu iauareté II	6ab545d80d7977bbad0e89e3.json	4	b21afa5e-e019-4345-9f1e-b7c3db715bc8	A itá oçộ cahamunũ.	No outro dia foram caçar.				4	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 4, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
a1a2b07d-b997-462e-879b-0e5992a233a9	tale_12b.txt	Çuaçu iauareté II	6ab545d80d7977bbad0e89e3.json	5	f318b8f8-bf34-41c3-bb91-4241fd01acdd	Iauaratệ opɨcɨka putári iauára, oiucá arãma áhé.	A onça queria pegar o cachorro.				7	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 7, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
a1a2b07d-b997-462e-879b-0e5992a233a9	tale_12b.txt	Çuaçu iauareté II	6ab545d80d7977bbad0e89e3.json	6	3446ea59-7603-4460-b318-771615d13b0a	Iauára oiuɨre ramé, caarúca ramé, orúri ximiára-mirĩ-itá: acutí, páca, tatú, inanbú.	O cachorro de tarde, quando voltou, trouxe caça pequena, cutia, paca, tatu e inhambu.				11	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 11, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
a1a2b07d-b997-462e-879b-0e5992a233a9	tale_12b.txt	Çuaçu iauareté II	6ab545d80d7977bbad0e89e3.json	7	a8a5c8bd-6615-40f4-9aad-d1fd38d38bc2	Aitá óú ãna, ariré aitá oçộ ouímuçaraĩ.	Jantaram e depois de jantar foram jogar.				7	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 7, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
a1a2b07d-b997-462e-879b-0e5992a233a9	tale_12b.txt	Çuaçu iauareté II	6ab545d80d7977bbad0e89e3.json	8	b8913d2e-e658-4501-bd60-860967ae5a10	Iauaratệ oíumuçaráĩ ramé, onhehẽ: — Intí xa pɨcɨka quáu mahã xa cahamunũ xa ikộ.	A onça jogava e dizia: — O que eu cacei não pude pegar.				14	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 14, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
a1a2b07d-b997-462e-879b-0e5992a233a9	tale_12b.txt	Çuaçu iauareté II	6ab545d80d7977bbad0e89e3.json	9	6e962ed6-1a30-49ae-9adc-27b1529c8501	Iauára oiumuçaraĩ ramé, onhehẽ: — Auá orekộ cetimã iatúca intí cahamunũ quáu.	O cachorro jogava e dizia: — Quem tem perna curta não deve caçar.				12	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 12, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
a1a2b07d-b997-462e-879b-0e5992a233a9	tale_12b.txt	Çuaçu iauareté II	6ab545d80d7977bbad0e89e3.json	10	44efd5a9-92a4-4e8b-9c94-14b81ff52d82	Aitá omuçaraĩ ramé iaué, iauaratệ opúri iauára rẹcệ; iauára, çuaçú, oiauáu ãna; iauaratệ opicɨka ramé çuaçú, quahá oiệrệo itá arãma.	Assim jogaram até que a onça saltou no cachorro, o cachorro e o veado fugiram, a onça seguiu atrás e, quando pegou o veado, este virou pedra.				20	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 20, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
a1a2b07d-b997-462e-879b-0e5992a233a9	tale_12b.txt	Çuaçu iauareté II	6ab545d80d7977bbad0e89e3.json	11	60698338-8320-46dc-a5e2-545e33aac424	Iauára oiaçáu çuá indá kẹtệ, onhehẽ iauaratệ çupé: — Rệu putári ramé ixệ, rẹiapí nhahã itá cẹ rẹcệ.	O cachorro atravessou um rio, e disse para a onça: — Agora se queres me pegar, só se me jogares uma pedra.				18	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 18, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
a1a2b07d-b997-462e-879b-0e5992a233a9	tale_12b.txt	Çuaçu iauareté II	6ab545d80d7977bbad0e89e3.json	12	07e58c80-8dc6-44d3-8997-4386e6d11f0c	Iauaratệ opɨcɨka itá; oiapí iauára rẹcệ.	A onça agarrou na pedra e jogou.				6	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 6, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
a1a2b07d-b997-462e-879b-0e5992a233a9	tale_12b.txt	Çuaçu iauareté II	6ab545d80d7977bbad0e89e3.json	13	4d729d0c-edeb-49e7-b634-88da4365264a	Itá oári ramé amú çuaxára ápe, oçaçẽma: — Mé!...	Quando a pedra caiu na outra banda gritou: — Mé!...				9	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 9, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
a1a2b07d-b997-462e-879b-0e5992a233a9	tale_12b.txt	Çuaçu iauareté II	6ab545d80d7977bbad0e89e3.json	14	cc198d1e-735e-48b1-a2a1-31174a3ec225	Oiệrệo iuɨre çuaçú arãma.	E virou outra vez em veado.				4	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 4, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
a1a2b07d-b997-462e-879b-0e5992a233a9	tale_12b.txt	Çuaçu iauareté II	6ab545d80d7977bbad0e89e3.json	15	635e116a-6175-482b-b46e-09dd6c293954	A çui iauára opɨtá iauraté ruãĩậna arãma.	Foi daí que gerou-se a raiva do cachorro contra a onça.				7	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 7, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
34ac4b6c-3636-40f3-bb22-3e385163f87a	tale_13a.txt	Cunhã mucu oço uahá ocicári mena	6ab5460f0d7977bbad0e89e5.json	1	789f4bf5-790b-470f-a27f-c2c09ef7664e	Cunhã mucu oço uahá ocucári mena	A moça vai que procurar marido				6	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 6, 't': 'IP-MAT'}	6	0	0	1	0	0	0	1
34ac4b6c-3636-40f3-bb22-3e385163f87a	tale_13a.txt	Cunhã mucu oço uahá ocicári mena	6ab5460f0d7977bbad0e89e5.json	2	17cb346d-9cbe-4fbd-8f6d-3f82e3929f13	Cunhã-mucu mɨcura	A moça e o gambá				2	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 2, 't': 'IP-MAT'}	2	0	0	1	0	0	0	1
34ac4b6c-3636-40f3-bb22-3e385163f87a	tale_13a.txt	Cunhã mucu oço uahá ocicári mena	6ab5460f0d7977bbad0e89e5.json	3	00cb7a2e-77d7-4a54-b7e7-72c5c6318c20	Oiepé cunhã mucú onhehẽ i cɨ çupé: — Xa çộ xa cicári cẹ mẽna, xa purarári rẹtệ iúmacɨ.	Uma moça disse sua mãe à: — Eu vou procurar um marido, eu estou padecendo muito de fome.				18	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 18, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
34ac4b6c-3636-40f3-bb22-3e385163f87a	tale_13a.txt	Cunhã mucu oço uahá ocicári mena	6ab5460f0d7977bbad0e89e5.json	4	1c3c95e6-7802-4101-a680-953faf0d2add	Ahé oçộ ãna, ocɨka uãna mamé oikộ moçapɨra pé, opuranú: — Mãháta inaié pé?	Ela foi-se, chegou aonde havia três caminhos, perguntou: — Qual será do inajé o caminho?				14	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 14, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
34ac4b6c-3636-40f3-bb22-3e385163f87a	tale_13a.txt	Cunhã mucu oço uahá ocicári mena	6ab5460f0d7977bbad0e89e5.json	5	332cd27d-d6fc-487e-ab11-e41afe8dd541	Oiepé pé upé, ahé omahã inambú ráua; aramé ahé omaité uãna: — Quahá inaié pé.	Um caminho em, ela viu de inambús penas; então ela pensou: — Este é do inajé o caminho.				15	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 15, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
34ac4b6c-3636-40f3-bb22-3e385163f87a	tale_13a.txt	Cunhã mucu oço uahá ocicári mena	6ab5460f0d7977bbad0e89e5.json	6	a3e04694-44fb-4e07-8d93-5a4d04860870	Oçộ uậna ahé rupí.	Foi-se ele sobre.				4	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 4, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
34ac4b6c-3636-40f3-bb22-3e385163f87a	tale_13a.txt	Cunhã mucu oço uahá ocicári mena	6ab5460f0d7977bbad0e89e5.json	7	c8b81219-1deb-47db-a2f1-575bd994ae50	Opauçápe oiúiúantí ộca mamé oikộ oiepé uáimɨ uapɨca oikộ uahá tatá remehɨpe, onhehẽ: — Inệ será inaié cɨ?	No fim encontrou casa onde estava uma velha sentada, estava que do fogo na beira, disse: — Vocệ é do inajé mãe?				18	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 18, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
34ac4b6c-3636-40f3-bb22-3e385163f87a	tale_13a.txt	Cunhã mucu oço uahá ocicári mena	6ab5460f0d7977bbad0e89e5.json	8	64cb1254-d2ef-4f0e-bcac-4af64867a9f9	Uáimĩ oçuaxára: — Ixệ ahé tenhẽ.	A velha respondeu: — Eu sou ela mesma.				6	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 6, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
34ac4b6c-3636-40f3-bb22-3e385163f87a	tale_13a.txt	Cunhã mucu oço uahá ocicári mena	6ab5460f0d7977bbad0e89e5.json	9	8372b926-78a6-4c5b-ab5a-f41e766bdcd0	Cunhã mucú onhehẽ: — Xa iúre ahé pɨre xa mendári arãma ahé irúmo.	A moça disse: — Eu venho ele a eu casar para ele com.				13	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 13, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
34ac4b6c-3636-40f3-bb22-3e385163f87a	tale_13a.txt	Cunhã mucu oço uahá ocicári mena	6ab5460f0d7977bbad0e89e5.json	10	84247d89-f0bd-4702-a0b4-184d908aefc2	Uáimĩ onhehẽ: — Cẹ mbɨra míra puxí rẹtệ ahé; aarệcệ xa çó xa iumími inệ.	A velha disse: — Meu filho é gente brava muito ele; por isso eu vou eu esconder você.				15	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 15, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
34ac4b6c-3636-40f3-bb22-3e385163f87a	tale_13a.txt	Cunhã mucu oço uahá ocicári mena	6ab5460f0d7977bbad0e89e5.json	11	c59155da-4174-4981-bb28-43d61e3b57f5	Quahá uáimĩ intí inaié cɨ; mɨcúra cɨ ahé.	Esta velha não era do inajé mãe; do gambá era mãe ela.				8	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 8, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
34ac4b6c-3636-40f3-bb22-3e385163f87a	tale_13a.txt	Cunhã mucu oço uahá ocicári mena	6ab5460f0d7977bbad0e89e5.json	12	de2cf387-e11f-4f38-9d45-456fba4cc2f7	Caarúka ramé i embɨra ocɨka uãna, orúri uãna ximiára, uirá itá.	Tarde à seu filho chegou, trouxe sua caça, pássaros.				11	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 11, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
34ac4b6c-3636-40f3-bb22-3e385163f87a	tale_13a.txt	Cunhã mucu oço uahá ocicári mena	6ab5460f0d7977bbad0e89e5.json	13	43c29af7-1384-406a-8b24-6200738b5c96	I cɨ omungaturú aitá óú arãma.	Sua mãe aprontou eles comerem para.				6	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 6, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
34ac4b6c-3636-40f3-bb22-3e385163f87a	tale_13a.txt	Cunhã mucu oço uahá ocicári mena	6ab5460f0d7977bbad0e89e5.json	14	e69dafc8-9696-4c1d-82c6-1f0c8c11457f	Aitá óú oikộ ramé i cɨ opuranú ixuí: — Ocɨka ramé oiepé amú tẹtãma uára, mãi tahá rệrekộ ahé?	Eles comendo estavam quando sua mãe perguntou a ele: — Chegasse se um de outra pátria habitante, como é que tu terias (tratarias) ele?				19	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 19, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
34ac4b6c-3636-40f3-bb22-3e385163f87a	tale_13a.txt	Cunhã mucu oço uahá ocicári mena	6ab5460f0d7977bbad0e89e5.json	15	e833da9b-433a-44c4-b867-da313b944a6d	Mɨcúra oçuaxára: — Xa cenõĩ ahé óú arãma ianẹ irúmo.	O gambá respondeu: — Eu chamava ele comer para nós com.				10	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 10, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
34ac4b6c-3636-40f3-bb22-3e385163f87a	tale_13a.txt	Cunhã mucu oço uahá ocicári mena	6ab5460f0d7977bbad0e89e5.json	16	cecbb87a-1e6f-4b3d-a85d-8e02234983c9	Aramé uáimĩ ocenõĩ cunhã mucú oiumími oikộ uahá.	Então a velha chamou a moça escondida estava que.				8	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 8, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
34ac4b6c-3636-40f3-bb22-3e385163f87a	tale_13a.txt	Cunhã mucu oço uahá ocicári mena	6ab5460f0d7977bbad0e89e5.json	17	cae8d625-b131-402a-8105-80998d879443	Cunhã mucú óú ãna aitá irúmo; mɨcúra çộrí oikộ maharẹcệ cunhã mucú purãnga rẹtệ.	A moça comeu eles com, o gambá alegre estava porque a moça formosa era muito.				14	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 14, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
34ac4b6c-3636-40f3-bb22-3e385163f87a	tale_13a.txt	Cunhã mucu oço uahá ocicári mena	6ab5460f0d7977bbad0e89e5.json	18	3dcc7c8b-b770-4899-9311-95a953350057	Pitúna opé, mɨcúra oçộ ramé okệri arãma cunhã mucú irúmo, ahé ompúãna ahé, onhehẽ: — Intí xa ienõ putári nẹ irúmo, maharecè inệma rẹtệ-inẹ!	Noite em, o gambá foi quando dormir para moça com, ela enxotou a ele, disse: — Não eu deitar quero tu com, porque catinguento muito é você!				24	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 24, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
34ac4b6c-3636-40f3-bb22-3e385163f87a	tale_13a.txt	Cunhã mucu oço uahá ocicári mena	6ab5460f0d7977bbad0e89e5.json	19	6023cb3e-fdeb-42b8-86c0-34b02a8bd02b	Coẽma ramé, uáimĩ omundú ramé cunhã mucú oiuúca iepeá, cunhã mucú oiauáu ãna.	Manhã em, a velha mandou quando a moça tirar lenha, a moça fugiu.				13	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 13, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
19484983-fa7f-4b69-996b-b97e1c6afda3	tale_13b.txt	Cunhã mucu oço uahá ocicári mena	6ab545f20d7977bbad0e89e4.json	1	20c73926-e500-4a76-8650-4cd2dd021c89	Cunhã mucu oço uahá ocucári mena	A moça vai que procurar marido				6	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 6, 't': 'IP-MAT'}	6	0	0	1	0	0	0	1
19484983-fa7f-4b69-996b-b97e1c6afda3	tale_13b.txt	Cunhã mucu oço uahá ocicári mena	6ab545f20d7977bbad0e89e4.json	2	49d2c33d-57bb-462e-ba23-514822d150d9	CUNHÃ MUCU URUBU	A moça e o corvo				3	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 3, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
19484983-fa7f-4b69-996b-b97e1c6afda3	tale_13b.txt	Cunhã mucu oço uahá ocicári mena	6ab545f20d7977bbad0e89e4.json	3	c6b9ac58-84dc-4088-8d4e-1ce413d3cc74	Ocɨka muçapɨra pé upé, oçộ amú rupí, ocɨka ộca upé, oiiúanti amú uáimĩ irúmo, opuranú ixuí: — Indẹ será inaié cɨ?	Chegou trệs caminhos em, e seguiu outro por, chegou casa em, encontrou outra velha com, perguntou a ela: — Tu és do inajé mãe?				21	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 21, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
19484983-fa7f-4b69-996b-b97e1c6afda3	tale_13b.txt	Cunhã mucu oço uahá ocicári mena	6ab545f20d7977bbad0e89e4.json	4	dad61d1c-d0af-4564-976d-6b1086ce71ec	Uáimĩ oçuaxára: — Ixệ ahé tenhẽ.	A velha respondeu: — Eu sou ela mesmo.				6	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 6, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
19484983-fa7f-4b69-996b-b97e1c6afda3	tale_13b.txt	Cunhã mucu oço uahá ocicári mena	6ab545f20d7977bbad0e89e4.json	5	f46d25ef-7cf6-45bd-8758-66aad9400e34	Cunhã mucú onhehẽ: — Xa iúre ahé pɨre, xa mendári arãma ahé irúmo.	A moça disse: — Eu venho ele a, eu casar para ele com.				13	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 13, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
19484983-fa7f-4b69-996b-b97e1c6afda3	tale_13b.txt	Cunhã mucu oço uahá ocicári mena	6ab545f20d7977bbad0e89e4.json	6	f302fbf2-1be6-453b-bdf1-5c047535f57e	Uáimĩ onhehẽ: — Xa çộ xa iúmími indệ, cẹ embɨra míra puxí rẹtệ rẹcệ.	A velha disse: — Eu vou eu esconder vocệ, meu filho gente brava é muito porque.				14	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 14, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
19484983-fa7f-4b69-996b-b97e1c6afda3	tale_13b.txt	Cunhã mucu oço uahá ocicári mena	6ab545f20d7977bbad0e89e4.json	7	4cfd89e0-762b-41ac-90e7-d1d5965069db	Quahá uáimĩ urubú cɨ.	Esta velha era do corvo a mãe.				4	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 4, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
19484983-fa7f-4b69-996b-b97e1c6afda3	tale_13b.txt	Cunhã mucu oço uahá ocicári mena	6ab545f20d7977bbad0e89e4.json	8	247576fc-193b-4e8a-bd55-442ea5fa6f21	Caarúka ramé i embɨra ocíka, orúri ximiára: itápurú mirĩitá; onhehẽ i cɨ çupé: — Kuçukúi pirá mirĩtá, cẹ cɨ.	Tarde em seu filho chegou, trouxe sua caça: vermes pequenos; disse sua mãe a: — Eis aqui peixes pequenos, minha mãe.				19	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 19, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
19484983-fa7f-4b69-996b-b97e1c6afda3	tale_13b.txt	Cunhã mucu oço uahá ocicári mena	6ab545f20d7977bbad0e89e4.json	9	356c5999-fc84-413c-bd08-15e78a49fc8a	I cɨ omungaturú ximiára; aitá óú oikộ ramé, ahé opuranú: — Auá çupé ocɨka uahá amú tẹtãma çuí, mãháta rẹmunhã ixupé?	Sua mãe aprontou a caça; eles comendo estavam quando, ela perguntou: — A quem chegar que de outra pátria, o que tu farás ele a?				21	0	none	0	1	IP-MAT	0	root_only	no	TreeConstructionError: invalid chunk: {'i': 1, 'f': 21, 't': 'IP-MAT'}	0	0	0	1	0	0	0	1
